Price (Target),Brand,CPU_Tier,CPU_Gen,RAM_GB,Storage_GB,Storage_Type,Has_Dedicated_GPU,Condition,Location,Is_Member
27500.0,Acer,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kalutara,0
30500.0,Other,Core i3,2,8.0,128.0,SSD,0,Used,Colombo,1
18500.0,Other,Core i7,2,4.0,128.0,SSD,0,Used,Gampaha,1
43990.0,Other,Unknown,Unknown,4.0,128.0,Unknown/eMMC,0,Used,Polonnaruwa,1
35000.0,Lenovo,Unknown,Unknown,8.0,256.0,SSD,0,Used,Colombo,0
50000.0,Other,Core i5,4,,,Unknown/eMMC,0,Used,Kurunegala,0
35000.0,Other,Core i5,4,,,Unknown/eMMC,0,Used,Ratnapura,0
249000.0,Asus,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
150000.0,Apple,Apple M1,Unknown,8.0,256.0,Unknown/eMMC,0,Used,Colombo,0
52000.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
145000.0,Apple,Apple M1,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
125990.0,Other,Ryzen 5,Unknown,8.0,256.0,NVMe SSD,0,New,Colombo,1
99990.0,Other,Ryzen 5,Unknown,3400.0,256.0,NVMe SSD,0,New,Colombo,1
80000.0,Acer,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
11000.0,Samsung,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
77950.0,Lenovo,Core i5,8,16.0,512.0,NVMe SSD,0,Used,Gampaha,1
90000.0,Acer,Unknown,Unknown,,,Unknown/eMMC,0,Used,Ampara,0
39950.0,Other,Core i5,6,8.0,500.0,HDD,0,Used,Gampaha,1
55000.0,Lenovo,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
30000.0,Dell,Core i5,10,,,Unknown/eMMC,0,Used,Ratnapura,0
78000.0,Dell,Core i7,8,8.0,256.0,SSD,0,Used,Gampaha,1
70000.0,Other,Core i7,3,,,Unknown/eMMC,0,Used,Kalutara,0
159000.0,Asus,Core i5,13,12.0,256.0,SSD,0,New,Colombo,1
186000.0,Asus,Unknown,14,16.0,512.0,NVMe SSD,0,New,Colombo,1
105000.0,Apple,Apple M1,Unknown,16.0,,Unknown/eMMC,0,Used,Hambantota,0
260000.0,HP,Core i5,13,,,Unknown/eMMC,1,New,Colombo,1
216500.0,HP,Core i5,Unknown,6.0,512.0,SSD,1,Used,Colombo,1
18500.0,Other,Core i3,2,,,Unknown/eMMC,0,Used,Colombo,1
259995.0,Acer,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
267990.0,HP,Ryzen 7,Unknown,16.0,,Unknown/eMMC,1,New,Colombo,1
104990.0,HP,Core i5,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
125000.0,HP,Core i5,12,16.0,256.0,NVMe SSD,0,Used,Colombo,1
298015.0,Acer,Core i7,Unknown,,,Unknown/eMMC,0,New,Colombo,1
225015.0,HP,Core Ultra 5,Unknown,,,Unknown/eMMC,0,New,Colombo,1
125900.0,Other,Unknown,Unknown,5.0,256.0,Unknown/eMMC,0,Used,Gampaha,1
154992.0,Lenovo,Core i5,Unknown,,,Unknown/eMMC,0,New,Colombo,1
369000.0,Lenovo,Core i7,13,8.0,,Unknown/eMMC,1,New,Colombo,1
56000.0,Dell,Core i5,8,8.0,,SSD,0,Used,Colombo,1
125000.0,MSI,Core i3,13,,,Unknown/eMMC,0,Used,Kandy,0
164995.0,Acer,Core i5,Unknown,,,Unknown/eMMC,0,New,Colombo,1
130010.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,New,Colombo,1
222010.0,Lenovo,Core i5,Unknown,,,Unknown/eMMC,0,New,Colombo,1
137010.0,HP,Core i3,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
62000.0,Lenovo,Core i5,7,8.0,,SSD,0,Used,Colombo,1
64600.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
29500.0,Other,Core i3,2,8.0,500.0,HDD,0,Used,Colombo,1
22800.0,Other,Core i5,4,8.0,500.0,HDD,0,Used,Colombo,1
78999.0,HP,Core i5,8,,,Unknown/eMMC,0,Used,Colombo,0
32980.0,Other,Core i7,2,16.0,500.0,HDD,0,Used,Colombo,1
120000.0,MSI,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
81500.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
68600.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
109000.0,HP,Core i5,10,16.0,256.0,SSD,0,Used,Colombo,1
104990.0,HP,Core i5,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
56450.0,HP,Core i5,6,8.0,256.0,SSD,0,Used,Gampaha,1
37000.0,Other,Core i5,4,8.0,128.0,SSD,0,Used,Colombo,1
25000.0,Dell,Core i3,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
142500.0,MSI,Core i5,13,16.0,512.0,NVMe SSD,0,Used,Colombo,1
135000.0,Samsung,Unknown,Unknown,5.0,,Unknown/eMMC,0,Used,Kandy,0
98900.0,HP,Core i5,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
25000.0,Dell,Core i3,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
69450.0,HP,Ryzen 7,Unknown,8.0,256.0,NVMe SSD,0,Used,Gampaha,1
45500.0,Other,Core i5,6,8.0,128.0,SSD,0,Used,Colombo,1
54990.0,HP,Core i3,11,,,Unknown/eMMC,0,Used,Gampaha,1
18950.0,Other,Core i3,4,8.0,500.0,HDD,0,Used,Gampaha,1
84000.0,Lenovo,Core i3,13,,,Unknown/eMMC,0,Used,Colombo,1
109500.0,Other,Core i7,10,16.0,,Unknown/eMMC,0,Used,Colombo,1
38980.0,Other,Core i7,Unknown,2.0,,Unknown/eMMC,1,Used,Colombo,1
79500.0,Lenovo,Core i7,8,,,Unknown/eMMC,0,Used,Colombo,1
113000.0,Other,Core i5,12,8.0,256.0,NVMe SSD,0,Used,Colombo,1
40000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kegalle,0
99500.0,HP,Ryzen 5,Unknown,,,Unknown/eMMC,1,Used,Colombo,1
117500.0,Dell,Core i7,10,32.0,512.0,Unknown/eMMC,0,Used,Colombo,1
340000.0,MSI,Core i9,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
255000.0,Apple,Apple M1,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
99500.0,Other,Ryzen 5,Unknown,2.0,,Unknown/eMMC,1,Used,Colombo,1
189000.0,Apple,Core i7,Unknown,16.0,512.0,Unknown/eMMC,0,Used,Colombo,0
240000.0,Apple,Apple M2,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
69500.0,Lenovo,Core i3,10,,,Unknown/eMMC,1,Used,Colombo,1
237990.0,Lenovo,Core i5,16,8.0,512.0,SSD,0,Used,Colombo,1
50000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
41500.0,Other,Core i7,3,8.0,128.0,SSD,0,Used,Colombo,1
124990.0,Apple,Core i7,Unknown,512.0,512.0,Unknown/eMMC,0,Used,Colombo,0
130000.0,Lenovo,Core i5,9,,,Unknown/eMMC,0,Used,Ampara,0
32980.0,Other,Core i5,Unknown,8.0,500.0,HDD,0,Used,Colombo,1
205000.0,MSI,Core i5,12,8.0,512.0,Unknown/eMMC,0,Used,Colombo,1
29999.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,1
29999.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,1
32980.0,Other,Core i5,Unknown,8.0,500.0,HDD,0,Used,Colombo,1
25000.0,Other,Core i5,3,,,Unknown/eMMC,0,Used,Kegalle,0
112000.0,Apple,Unknown,Unknown,128.0,128.0,Unknown/eMMC,0,New,Colombo,0
150000.0,Apple,Unknown,2,,,Unknown/eMMC,0,Used,Kandy,0
35500.0,Other,Core i5,4,8.0,500.0,HDD,0,Used,Colombo,1
34980.0,Other,Core i5,4,8.0,500.0,HDD,0,Used,Colombo,1
245000.0,HP,Core i7,Unknown,,,Unknown/eMMC,0,Used,Kegalle,0
268990.0,HP,Core i5,13,,,Unknown/eMMC,1,New,Colombo,1
75000.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Puttalam,0
19999.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Puttalam,0
54000.0,Asus,Core i5,8,,,Unknown/eMMC,0,Used,Gampaha,0
70000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
22000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Matara,0
74000.0,Dell,Core i5,8,8.0,256.0,SSD,0,Used,Gampaha,1
105000.0,Samsung,Unknown,Unknown,128.0,128.0,Unknown/eMMC,0,Used,Colombo,0
250000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
47500.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
49990.0,Dell,Core i3,11,,,Unknown/eMMC,0,Used,Gampaha,1
439500.0,Lenovo,Ryzen 7,Unknown,512.0,512.0,NVMe SSD,0,Used,Colombo,1
85000.0,Lenovo,Unknown,Unknown,512.0,512.0,Unknown/eMMC,0,Used,Kandy,0
204990.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
129900.0,Apple,Apple M1,Unknown,8.0,256.0,Unknown/eMMC,0,Used,Gampaha,1
109000.0,HP,Core i5,10,16.0,256.0,NVMe SSD,0,Used,Colombo,1
10000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Ratnapura,0
52500.0,Dell,Core i5,7,8.0,256.0,NVMe SSD,0,Used,Colombo,1
29999.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,1
18200.0,Other,Unknown,Unknown,128.0,128.0,Unknown/eMMC,0,Used,Colombo,0
36990.0,Other,Core i5,4,,,Unknown/eMMC,0,Used,Colombo,1
73000.0,Asus,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
55000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
38500.0,Other,Core i5,4,8.0,,SSD,0,Used,Colombo,1
38500.0,Other,Core i7,2,8.0,128.0,SSD,0,Used,Colombo,1
35500.0,Other,Core i5,3,8.0,128.0,SSD,0,Used,Colombo,1
59980.0,Other,Core i5,6,2.0,,Unknown/eMMC,1,Used,Colombo,1
240000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Galle,0
439000.0,Other,Unknown,Unknown,8.0,,Unknown/eMMC,1,Used,Colombo,1
88900.0,Dell,Core i7,11,8.0,256.0,SSD,0,Used,Colombo,1
51980.0,Other,Core i5,6,8.0,500.0,HDD,0,Used,Colombo,1
61900.0,Dell,Core i5,8,8.0,256.0,SSD,0,Used,Colombo,1
270000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
17000.0,Samsung,Core i5,2,4.0,500.0,HDD,0,Used,Colombo,1
125000.0,HP,Core i5,12,16.0,256.0,NVMe SSD,0,Used,Colombo,1
160000.0,Asus,Core i7,12,16.0,,SSD,0,Used,Kalutara,0
242000.0,MSI,Core i5,13,16.0,,Unknown/eMMC,1,New,Colombo,1
479000.0,MSI,Core i7,Unknown,8.0,,Unknown/eMMC,1,New,Colombo,1
155000.0,Acer,Unknown,Unknown,8.0,512.0,SSD,0,Used,Colombo,0
289000.0,Acer,Core i5,13,16.0,,Unknown/eMMC,1,New,Colombo,1
399000.0,MSI,Unknown,15,16.0,,Unknown/eMMC,1,New,Colombo,1
159000.0,Asus,Core i5,14,256.0,256.0,NVMe SSD,0,New,Colombo,1
179000.0,Asus,Core i5,14,512.0,512.0,NVMe SSD,0,New,Colombo,1
74990.0,Samsung,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
110000.0,Apple,Unknown,5,64.0,,Unknown/eMMC,0,Used,Colombo,0
219000.0,Asus,Core i5,13,,,Unknown/eMMC,0,Used,Colombo,1
88900.0,HP,Core i5,10,256.0,256.0,NVMe SSD,0,Used,Colombo,1
133990.0,HP,Core i3,Unknown,8.0,256.0,SSD,0,New,Colombo,1
206990.0,Asus,Unknown,Unknown,8.0,512.0,Unknown/eMMC,0,New,Colombo,1
88900.0,Lenovo,Ryzen 5,Unknown,16.0,256.0,SSD,0,Used,Colombo,1
50000.0,HP,Core i5,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
72500.0,Lenovo,Core i3,11,,,Unknown/eMMC,0,Used,Colombo,1
208000.0,Asus,Unknown,14,8.0,512.0,NVMe SSD,0,New,Colombo,1
72000.0,Dell,Core i5,8,8.0,256.0,SSD,0,Used,Gampaha,1
46490.0,Samsung,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Colombo,1
97500.0,Other,Core i5,11,16.0,,Unknown/eMMC,0,Used,Colombo,1
28980.0,Other,Core i5,Unknown,8.0,500.0,HDD,0,Used,Colombo,1
26980.0,Other,Core i5,Unknown,8.0,500.0,HDD,0,Used,Colombo,1
389990.0,Apple,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
109500.0,Dell,Core i5,11,512.0,512.0,Unknown/eMMC,0,Used,Colombo,1
312990.0,Apple,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
99500.0,Other,Ryzen 5,Unknown,16.0,,Unknown/eMMC,0,Used,Colombo,1
39000.0,Dell,Core i5,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
52000.0,Dell,Core i5,Unknown,,,Unknown/eMMC,0,Used,Ratnapura,0
194996.0,Samsung,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
354990.0,Apple,Apple M4,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
169000.0,Asus,Ryzen 5,Unknown,8.0,512.0,NVMe SSD,0,Used,Colombo,1
469000.0,Asus,Core i7,14,8.0,,Unknown/eMMC,1,Used,Colombo,1
329990.0,Apple,Apple M4,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
304990.0,Apple,Apple M3,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
230000.0,Other,Core i5,Unknown,8.0,256.0,NVMe SSD,1,New,Colombo,1
110000.0,Apple,Unknown,4,64.0,,Unknown/eMMC,0,Used,Colombo,0
69500.0,Dell,Core i5,8,,,Unknown/eMMC,1,Used,Colombo,1
224990.0,Apple,Apple M3,Unknown,128.0,128.0,Unknown/eMMC,0,Used,Colombo,1
169500.0,HP,Core i7,11,32.0,512.0,NVMe SSD,0,Used,Colombo,1
99500.0,HP,Core i5,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
206990.0,Asus,Unknown,Unknown,8.0,512.0,Unknown/eMMC,0,New,Colombo,1
60000.0,HP,Core i5,Unknown,,,Unknown/eMMC,0,Used,Kurunegala,1
105000.0,Lenovo,Ryzen 7,Unknown,16.0,,Unknown/eMMC,0,Used,Colombo,1
219000.0,Asus,Core i5,13,,,Unknown/eMMC,0,Used,Colombo,1
144500.0,Other,Core i5,12,8.0,256.0,NVMe SSD,0,New,Colombo,1
177990.0,Apple,Apple M3,Unknown,128.0,128.0,Unknown/eMMC,0,Used,Colombo,1
105000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
148500.0,Lenovo,Ryzen 5,Unknown,8.0,,Unknown/eMMC,0,New,Colombo,1
85990.0,Other,Unknown,Unknown,16.0,256.0,Unknown/eMMC,0,Used,Colombo,1
219990.0,Apple,Apple M2,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
154990.0,Apple,Unknown,11,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
178000.0,Lenovo,Ryzen 7,Unknown,8.0,512.0,NVMe SSD,0,Used,Colombo,1
399000.0,Lenovo,Core i7,13,,,Unknown/eMMC,1,New,Colombo,1
144500.0,HP,Core i5,11,256.0,256.0,NVMe SSD,0,Used,Colombo,1
89500.0,Other,Core i5,8,16.0,,Unknown/eMMC,0,Used,Colombo,1
37000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
43000.0,Asus,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
47500.0,Other,Core i5,7,8.0,128.0,SSD,0,Used,Colombo,1
45000.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kurunegala,1
55000.0,Lenovo,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
399000.0,Lenovo,Core i7,13,8.0,,Unknown/eMMC,1,Used,Colombo,1
32500.0,Other,Core i5,2,4.0,500.0,SSD,0,Used,Colombo,1
479000.0,MSI,Core i7,Unknown,8.0,,Unknown/eMMC,1,New,Colombo,1
57000.0,Dell,Core i3,Unknown,,,Unknown/eMMC,0,Used,Kalutara,1
148500.0,Lenovo,Ryzen 5,Unknown,8.0,256.0,NVMe SSD,0,Used,Colombo,1
166000.0,Lenovo,Core i5,13,16.0,256.0,NVMe SSD,0,Used,Colombo,1
549900.0,Apple,Unknown,Unknown,,1024.0,Unknown/eMMC,0,Used,Colombo,1
65500.0,Dell,Core i5,13,8.0,512.0,SSD,0,New,Colombo,1
62000.0,Lenovo,Core i5,7,8.0,,SSD,0,Used,Colombo,1
28500.0,Other,Core i3,4,,,Unknown/eMMC,0,Used,Colombo,0
95000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kurunegala,0
50000.0,Lenovo,Core i5,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
30000.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
10500.0,Samsung,Unknown,Unknown,,,Unknown/eMMC,0,Used,Ratnapura,0
38000.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
84990.0,Lenovo,Core i5,10,8.0,,NVMe SSD,0,Used,Colombo,1
59000.0,Other,Core i5,8,8.0,128.0,SSD,0,Used,Colombo,1
54500.0,Dell,Unknown,11,256.0,1024.0,NVMe SSD,0,Used,Colombo,1
60000.0,Dell,Core i5,6,8.0,256.0,SSD,0,Used,Gampaha,1
199500.0,HP,Ryzen 7,Unknown,8.0,,Unknown/eMMC,0,New,Colombo,1
310000.0,Lenovo,Core i5,13,16.0,512.0,NVMe SSD,1,Used,Colombo,1
464990.0,Lenovo,Core i7,14,,,Unknown/eMMC,1,Used,Colombo,1
194500.0,MSI,Core i5,13,512.0,512.0,NVMe SSD,0,Used,Colombo,1
104500.0,Lenovo,Core i5,10,16.0,512.0,NVMe SSD,0,Used,Colombo,1
89000.0,HP,Core i5,10,8.0,256.0,NVMe SSD,0,Used,Colombo,1
69500.0,Lenovo,Core i5,Unknown,,,Unknown/eMMC,0,Used,Kalutara,0
33500.0,HP,Core i5,6,4.0,500.0,HDD,0,Used,Colombo,1
75000.0,Other,Unknown,Unknown,4.0,,Unknown/eMMC,1,Used,Colombo,0
29000.0,HP,Core i3,6,4.0,500.0,HDD,0,Used,Colombo,1
75000.0,Dell,Core i5,8,8.0,256.0,NVMe SSD,0,Used,Colombo,1
20000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Puttalam,0
450000.0,MSI,Core i7,14,16.0,1024.0,NVMe SSD,1,Used,Colombo,1
195000.0,MSI,Core i5,13,512.0,512.0,SSD,0,New,Colombo,1
27500.0,Other,Core i7,2,4.0,500.0,HDD,0,Used,Gampaha,1
85000.0,HP,Unknown,11,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
16900.0,Other,Core i3,Unknown,4.0,,HDD,0,Used,Colombo,1
72500.0,Lenovo,Core i3,11,,,Unknown/eMMC,0,Used,Colombo,1
346000.0,Acer,Ryzen 7,Unknown,,,Unknown/eMMC,1,New,Colombo,1
194500.0,MSI,Unknown,Unknown,8.0,512.0,NVMe SSD,0,Used,Colombo,1
75000.0,MSI,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Colombo,0
52900.0,Other,Core i5,6,8.0,128.0,SSD,1,Used,Gampaha,1
55500.0,Dell,Core i5,8,8.0,256.0,NVMe SSD,0,Used,Colombo,1
219990.0,Lenovo,Core i7,13,16.0,512.0,SSD,0,Used,Colombo,1
79500.0,HP,Ryzen 3,Unknown,,,Unknown/eMMC,1,Used,Colombo,1
24500.0,Other,Core i3,4,4.0,500.0,HDD,0,Used,Colombo,1
28000.0,Other,Core i5,5,4.0,500.0,HDD,0,Used,Colombo,1
24000.0,Other,Core i3,4,4.0,500.0,HDD,0,Used,Colombo,1
19900.0,Other,Unknown,Unknown,500.0,500.0,HDD,0,Used,Colombo,1
49900.0,Other,Core i5,Unknown,8.0,128.0,SSD,0,Used,Colombo,1
36999.0,Other,Core i5,6,8.0,500.0,HDD,0,Used,Kandy,1
31999.0,Other,Core i5,6,500.0,500.0,HDD,0,Used,Kandy,1
56000.0,HP,Core i5,6,8.0,500.0,HDD,0,Used,Colombo,1
39999.0,Asus,Core i5,6,8.0,500.0,SSD,0,Used,Kandy,1
90000.0,Dell,Core i5,11,8.0,256.0,SSD,0,Used,Colombo,1
34999.0,Asus,Core i5,6,,,SSD,0,Used,Kandy,1
59900.0,HP,Core i5,6,8.0,500.0,SSD,0,Used,Colombo,1
27999.0,Other,Core i7,3,4.0,500.0,HDD,0,Used,Kandy,1
469000.0,Asus,Core i7,14,8.0,,Unknown/eMMC,1,New,Colombo,1
226000.0,HP,Core i5,13,6.0,,Unknown/eMMC,1,New,Colombo,1
19999.0,Other,Core i7,3,500.0,500.0,HDD,0,Used,Kandy,1
94000.0,Dell,Core i5,11,256.0,256.0,NVMe SSD,0,Used,Colombo,1
79500.0,Other,Ryzen 3,Unknown,16.0,,Unknown/eMMC,1,Used,Colombo,1
399000.0,MSI,Core i7,14,16.0,512.0,Unknown/eMMC,1,Used,Colombo,1
88000.0,Dell,Core i5,10,,,Unknown/eMMC,0,Used,Colombo,1
29999.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,1
157990.0,Asus,Core i5,13,12.0,256.0,SSD,0,New,Colombo,1
109000.0,Dell,Core i5,10,,,Unknown/eMMC,0,Used,Colombo,1
24999.0,Other,Core i7,2,4.0,500.0,Unknown/eMMC,0,Used,Kandy,1
429000.0,MSI,Core i7,14,8.0,,Unknown/eMMC,1,Used,Colombo,1
160000.0,Apple,Apple M1,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Batticaloa,0
199500.0,HP,Ryzen 7,Unknown,8.0,,Unknown/eMMC,0,Used,Colombo,1
125000.0,HP,Core i7,11,16.0,,Unknown/eMMC,0,Used,Colombo,1
16999.0,Dell,Core i7,2,4.0,500.0,HDD,0,Used,Kandy,1
289000.0,Asus,Unknown,15,6.0,512.0,Unknown/eMMC,1,New,Colombo,1
199500.0,MSI,Core i5,13,8.0,512.0,NVMe SSD,1,Used,Colombo,1
33999.0,Other,Core i7,4,4.0,500.0,HDD,0,Used,Kandy,1
89500.0,Other,Core i7,7,512.0,512.0,Unknown/eMMC,0,Used,Colombo,1
85000.0,Apple,Core i7,Unknown,,,Unknown/eMMC,0,Used,Kurunegala,0
25999.0,Other,Core i7,4,500.0,500.0,HDD,0,Used,Kandy,1
180000.0,HP,Core Ultra 5,Unknown,512.0,512.0,SSD,0,New,Colombo,1
45000.0,Other,Unknown,Unknown,4.0,128.0,Unknown/eMMC,0,Used,Gampaha,1
27750.0,Other,Unknown,Unknown,12.0,,Unknown/eMMC,0,Used,Gampaha,1
73500.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,1
26999.0,Other,Core i5,4,4.0,500.0,Unknown/eMMC,0,Used,Kandy,1
72000.0,Other,Core i7,8,8.0,128.0,SSD,0,Used,Colombo,1
18999.0,Other,Core i5,4,4.0,500.0,HDD,0,Used,Kandy,1
95000.0,Dell,Core i5,11,16.0,,Unknown/eMMC,0,Used,Colombo,1
24999.0,Other,Core i5,3,4.0,500.0,Unknown/eMMC,0,Used,Kandy,1
16999.0,Other,Core i5,3,500.0,500.0,Unknown/eMMC,0,Used,Kandy,1
119500.0,Other,Ryzen 7,Unknown,512.0,512.0,SSD,1,Used,Colombo,1
239500.0,HP,Core i5,13,6.0,,Unknown/eMMC,1,Used,Colombo,1
628900.0,Apple,Apple M4,Unknown,16.0,512.0,Unknown/eMMC,0,Used,Colombo,1
43990.0,Other,Unknown,Unknown,4.0,128.0,Unknown/eMMC,0,Used,Polonnaruwa,1
21999.0,Other,Core i5,2,4.0,500.0,Unknown/eMMC,0,Used,Kandy,1
34000.0,Other,Core i5,4,,,Unknown/eMMC,0,Used,Kurunegala,0
150000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
13999.0,Other,Core i5,2,4.0,500.0,HDD,0,Used,Kandy,1
21000.0,Other,Core i3,3,4.0,500.0,Unknown/eMMC,0,Used,Kandy,1
58500.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kurunegala,0
89500.0,Lenovo,Core i5,10,16.0,,Unknown/eMMC,0,Used,Colombo,1
36990.0,Other,Core i5,4,,,Unknown/eMMC,0,Used,Colombo,1
12999.0,Other,Core i3,3,500.0,500.0,HDD,0,Used,Kandy,1
155000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
92500.0,HP,Ryzen 7,Unknown,16.0,,Unknown/eMMC,1,Used,Colombo,1
320000.0,Asus,Ryzen 7,Unknown,6.0,,Unknown/eMMC,1,Used,Colombo,1
254992.0,Samsung,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
26500.0,Other,Core i5,4,8.0,128.0,SSD,0,Used,Colombo,1
89500.0,Dell,Core i7,8,512.0,512.0,SSD,0,Used,Colombo,1
23990.0,Other,Core i3,4,8.0,128.0,SSD,0,Used,Colombo,1
279900.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
21980.0,Other,Core i5,Unknown,8.0,500.0,HDD,0,Used,Colombo,1
128000.0,Other,Ryzen 5,Unknown,8.0,256.0,NVMe SSD,0,New,Colombo,1
16980.0,Other,Core i5,Unknown,8.0,500.0,HDD,0,Used,Colombo,1
101000.0,Other,Ryzen 5,Unknown,3400.0,256.0,NVMe SSD,0,New,Colombo,1
389990.0,Samsung,Unknown,Unknown,12.0,512.0,Unknown/eMMC,0,Used,Colombo,1
249990.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
97990.0,Dell,Core i7,10,16.0,256.0,NVMe SSD,0,Used,Colombo,1
25000.0,Other,Core i5,3,8.0,128.0,SSD,0,Used,Colombo,1
109990.0,Dell,Core i7,11,16.0,256.0,Unknown/eMMC,0,Used,Colombo,1
29999.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,1
29999.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,1
94990.0,Samsung,Unknown,Unknown,6.0,128.0,Unknown/eMMC,0,Used,Colombo,1
175000.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
92990.0,Dell,Core i7,8,8.0,256.0,SSD,0,Used,Colombo,1
375000.0,Acer,Core i7,14,16.0,,Unknown/eMMC,1,New,Colombo,1
117990.0,HP,Core i5,11,16.0,256.0,SSD,0,Used,Colombo,1
21000.0,Other,Core i3,2,8.0,128.0,SSD,0,Used,Colombo,1
28980.0,Other,Core i5,Unknown,8.0,500.0,HDD,0,Used,Colombo,1
49015.0,Lenovo,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
90015.0,Lenovo,Ryzen 5,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
